Price
375000
1250000
399000
319000
368000
450000
345000
259000
1090000
335000
270000
560000
345000
349000
1499000
185000
1075000
319000
350000
345000
1599000
235000
399000
495000
249000
1690000
799000
320000
339000
265000
589000
595000
110000
179000
280000
1600000
80000
289000
260000
450000
590000
1880000
1130000
199000
745000
159000
199000
1975000
695000
935000
650000
475000
285000
297000
165000
274000
649500
310000
1250000
365000
299000
1750000
259000
330000
215000
259000
235000
439000
269000
364000
114900
270000
310000
265000
599000
699000
479000
399000
360000
598000
249000
268000
295000
170000
224000
475000
598000
349000
229000
249500
1340000
189000
135000
360000
349000
279000
399000
349000
235000
515000
215000
198000
689000
179000
275000
449000
1040000
215000
1350000
199000
347000
335500
150000
289000
235000
970000
298000
324000
349000
299000
525000
275000
345000
570000
450000
384500
1070000
365000
109000
845000
317000
699000
319999
275000
324000
350000
499000
365000
795000
259000
2250000
295000
689000
120000
285000
375000
249000
469000
189000
375000
257000
169000
1195000
1150000
295000
379000
300000
225000
420000
168000
695000
279000
350000
595000
439000
420000
695000
445000
645000
569500
239000
345000
395000
314000
243000
645000
1195000
345000
275000
325000
285000
525000
365000
595000
149000
415000
247000
349000
345000
795000
330000
495000
215000
1185000
150000
390000
365000
208000
320000
730000
325000
750000
245000
475000
179000
210000
375000
510000
1150000
399000
389000
119000
419000
250000
160000
329000
235000
225000
650000
1380000
175000
278000
695000
175000
249000
950000
230000
549000
1490000
1295000
225000
420000
234000
599000
395000
265000
550000
274500
490000
238000
698000
790000
220000
415000
200000
399000
300000
339000
575000
379000
620000
249000
435000
149000
495000
399850
359500
169000
340000
435000
157000
535000
560000
229000
375000
265000
285000
229000
995000
249000
195000
369000
820000
698000
499000
329000
256000
299000
235000
188000
300000
350000
245000
325000
450000
595000
260000
349000
295000
395000
170000
200000
275000
328000
489000
495000
210000
215000
279000
465000
295000
245000
380000
249000
475000
255000
395000
437500
255000
435000
210000
399000
325000
179000
159500
495000
715000
319900
375000
265000
299000
99000
2350000
670000
685000
599000
415000
259000
445000
359000
469000
930000
685000
239000
275000
435000
695000
215000
199000
500000
210000
120000
375000
750000
199000
395000
795000
479000
390000
270000
389000
485000
290000
645000
615000
525000
261000
275000
160000
420000
259000
450000
310000
692000
345000
450000
365000
975000
169000
369000
191000
199900
930000
289000
199000
399000
659000
260000
327000
429000
330000
355000
149000
595000
459000
220000
349000
245000
230000
795000
530000
595000
99000
380000
525000
425000
199000
299000
300000
429000
549000
280000
330000
439000
495000
425000
290000
645000
308000
398000
445000
320000
299000
680000
895000
255000
595000
295000
795000
495000
370000
449000
205000
675000
1045000
329000
279000
399000
159900
695000
200000
119000
420000
250000
250000
595000
258000
595000
179000
795000
340000
1075000
409000
450000
369000
365000
599000
460000
189500
185000
399000
320000
399000
685000
525000
269000
309000
375000
249000
379000
599000
300000
245000
305000
1495000
595000
289000
429000
248000
550000
395000
350000
599000
218700
235000
429000
229000
275000
1195000
199000
295000
239000
495000
295000
319000
139000
485000
165000
330000
1725000
295000
209000
395000
1690000
595000
565000
299500
465000
625000
389000
235000
229000
274000
925000
389000
449500
193000
459000
245000
359000
298000
234900
895000
195000
330000
235000
595000
219000
274000
345000
240000
449000
355000
629000
169000
895000
640000
365000
359000
395000
284000
245000
239000
169000
1290000
299000
399000
174000
275000
439000
849000
900000
149000
199000
730000
485000
375000
249000
195000
175000
399000
580000
269000
2295000
118000
240000
360000
289000
479000
495000
120000
230000
270000
479000
595000
239000
425000
130000
515000
769000
275000
349000
489000
245000
445000
495000
169000
315000
329000
299000
1650000
389000
389000
385000
439000
239000
70000
310000
169000
595000
239000
297000
390000
169000
249000
1975000
285000
899000
399000
439000
320000
370000
740000
698000
399000
325000
453000
534000
649000
259000
307500
325000
595000
248000
319000
515000
440000
149000
649000
235000
175000
349000
205000
420000
525000
1195000
179000
625000
499000
1495000
474000
460000
250000
249000
360000
490000
269000
220000
444000
269000
169000
495000
335000
640000
990000
275000
1100000
309000
260000
269000
360000
209000
799000
455000
210000
398000
895000
230000
349000
259000
249000
219000
485000
219000
351500
249000
599000
449000
259000
485000
135000
450000
319700
549000
89000
495000
320000
250000
395000
129000
375000
419000
299000
195000
214000
215000
385000
1895000
199000
365000
173500
319000
499000
159000
245000
495000
430000
2725000
149500
189000
168000
925000
795000
275000
109000
119999
470000
270000
390000
139000
307000
249500
232000
275000
352510
1490000
289500
980000
499000
550000
285000
789000
1950000
379900
289000
449000
285000
225000
1395000
869000
398000
399000
279000
300000
250000
265000
139500
445000
649000
350000
219000
195000
329000
185000
510000
539000
349000
260000
149000
189000
439000
330000
299000
365000
589000
310000
379000
280000
300000
189000
265000
269000
747000
358000
249000
439000
845000
250950
215000
467000
135000
210000
560000
187000
250000
260000
420000
389000
649000
199900
499000
1390000
239000
899000
447000
179000
925000
650000
268000
285000
425000
350000
329000
249000
175000
175000
795000
189000
550000
340000
938000
250000
239900
274500
339000
795000
122000
299000
449000
490000
995000
649000
179000
220000
199000
189000
449000
274000
340000
305000
175000
350000
830000
350000
536500
1680000
220000
615000
235000
225000
1250000
175000
249000
273000
269000
319000
209000
675000
520000
325000
175000
1175000
420000
179000
246000
115000
224000
130000
195000
275000
290000
319000
179500
85000
225000
315000
225000
520000
255000
560000
285000
185000
289000
360000
659900
310000
525000
325000
995000
499000
449000
795000
219000
509000
134000
475000
524000
325000
210000
249000
174000
235000
450000
369000
190000
210000
179000
550000
285000
264900
875000
690000
880000
169000
315000
333000
415000
579000
349000
899000
229000
1350000
249000
445000
309000
995000
140000
595000
579000
360000
599000
345000
575000
325000
179000
1389000
550000
395000
319000
699000
269000
398000
260000
465000
359000
245000
835000
265000
269000
319000
199000
595000
220000
499000
1099000
179000
299000
149000
95000
215000
525000
599000
420000
279000
430000
1225000
380000
265000
1195000
265000
1198000
479000
300000
1050000
139000
485000
299000
599000
328000
285000
215000
995000
359000
139000
700000
230000
299000
239000
645000
369000
195000
995000
284000
995000
329000
415000
110000
595000
365000
1480000
315000
139000
225000
239000
269000
1750000
175000
399000
389000
1590000
485000
374900
325000
350000
315000
660000
325000
399000
565000
430000
329000
230000
119000
175000
138000
185000
295000
235000
699000
795000
750000
315000
599000
265000
795000
190000
397000
209000
765000
180000
269000
599500
499000
469000
210000
400000
225000
399000
349000
375000
625000
389000
375000
499000
580000
414000
325000
135000
1100000
219000
175000
689000
270000
435000
135000
225000
259000
300000
875000
419000
519000
595000
299000
290000
136000
165000
495000
750000
1650000
399000
376000
349000
257000
1200000
250000
269000
495000
274000
235000
198000
535000
625000
110000
269000
479000
249000
595000
165000
175000
350000
995000
317000
420000
160000
349000
180000
365000
235000
569000
330000
344999
499000
480000
490000
365000
139000
183000
499000
480000
199000
799000
585000
495000
